ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
63301;"Põlva postkontor";1;EE;"Põlva maakond";"Põlva vald";"Põlva linn";;Ringtee;;4;;27.075782;58.065958;"E,T,K,N,R 09:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-08-09T14:37:40.143+03:00
96286;"Pürksi pakiautomaat";0;EE;"Lääne maakond";"Lääne-Nigula vald";"Pürksi küla / Birkas";"Pürksi keskus";;;;;23.521619;59.006207;;;;;;;;;;;2023-08-24T12:23:20.980+03:00
9207;"Pāvilostas TOP pakomāts";0;LV;"Dienvidkurzemes novads";Pāvilosta;;;"Dzintaru iela";;69;;21.189195;56.887209;;;;;;;;;"Pa labi no ieejas";;2024-06-21T13:35:21.977+03:00
9990;"Pļaviņu TOP pakomāts";0;LV;"Aizkraukles novads";Pļaviņas;;;"Daugavas iela";;85;;25.733952;56.618131;;;;;;;;;"Pa labi no ieejas";;2024-06-26T16:21:17.993+03:00
9532;"Pūres Citro pakomāts";0;LV;"Tukuma novads";"Pūres pagasts";Pūre;;;Roze;;;22.912332;57.038500;;;;;;;;;;;2023-09-29T09:37:05.860+03:00
96105;"Raasiku Coop Konsumi pakiautomaat";0;EE;"Harju maakond";"Raasiku vald";"Raasiku alevik";;"Tallinna mnt";;19;;25.182569;59.369367;;;;;;;;;;;2024-02-27T14:21:40.057+02:00
88817;"Radviliškio GRŪSTĖ Aušros paštomatas";0;LT;"Šiaulių apskr.";"Radviliškio r. sav.";"Radviliškio m.";;"Aušros a.";;3;;23.538315;55.807849;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje, už kampo";2020-12-23T14:40:33.453+02:00
55587;"Radviliškio MAXIMA Gedimino 42 paštomatas";0;LT;"Šiaulių apskr.";"Radviliškio r. sav.";"Radviliškio m.";;"Gedimino g.";;42A;;23.548772;55.812696;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2023-12-29T14:19:04.433+02:00
75399;"Rae postkontor";1;EE;"Harju maakond";"Rae vald";"Peetri alevik";;"Veesaare tee";;2;;24.811533;59.402353;"E,T,K,N,R 10:00-19:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-10-10T09:05:47.197+03:00
9152;"Raganas ELVI pakomāts";0;LV;"Siguldas novads";"Krimuldas pagasts";Ragana;;"Tirgus iela";;10;;24.715897;57.181373;;;;;;;;;"Pa labi no ieejas";;2023-09-29T15:23:21.253+03:00
96268;"Rakke pakiautomaat";0;EE;"Lääne-Viru maakond";"Väike-Maarja vald";"Rakke alevik";;"F. R. Faehlmanni tee";;15;;26.241625;58.987978;;;;;;;;;;;2022-11-18T08:46:10.143+02:00
96397;"Rakvere Lidl pakiautomaat";0;EE;"Lääne-Viru maakond";"Rakvere vald";"Ussimäe küla";;"Ussimäe tn";;1;;26.374306;59.349133;;;;;;;;;;;2024-10-07T08:51:43.380+03:00
96232;"Rakvere Lilleoru kaupluse pakiautomaat";0;EE;"Lääne-Viru maakond";"Rakvere linn";;;"Tartu tn";;55;;26.364531;59.327658;;;;;;;;;;;2022-11-25T11:55:32.060+02:00
96078;"Rakvere Põhjakeskuse pakiautomaat";0;EE;"Lääne-Viru maakond";"Rakvere vald";"Tõrremäe küla";;"Haljala tee";;4;;26.339553;59.364081;;;;;;;;;;;2024-08-26T10:12:49.647+03:00
96031;"Rakvere Turutare pakiautomaat";0;EE;"Lääne-Viru maakond";"Rakvere linn";;;"Laada tn";;18;;26.364466;59.347187;;;;;;;;;;;2023-09-28T10:44:24.230+03:00
96167;"Rakvere Vaala Keskuse pakiautomaat";0;EE;"Lääne-Viru maakond";"Rakvere linn";;;"Lõõtspilli tn";;2;;26.383605;59.354905;;;;;;;;;;;2024-08-26T10:14:04.360+03:00
44301;"Rakvere postkontor";1;EE;"Lääne-Viru maakond";"Rakvere linn";;;"F. G. Adoffi tn";;11;;26.364142;59.348662;"E,T,K,N,R 09:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-09-30T17:06:38.247+03:00
96365;"Ramsi Coop kaupluse pakiautomaat";0;EE;"Viljandi maakond";"Viljandi vald";"Ramsi alevik";;"Keskuse tee";;1;;25.540729;58.307550;;;;;;;;;;;2023-06-08T06:02:48.787+03:00
99514;"Ramygalos AIBĖ paštomatas";0;LT;"Panevėžio apskr.";"Panevėžio r. sav.";"Ramygalos m.";;"Bažnyčios g.";;2;;24.304166;55.510585;;;;;;;;;;;2024-02-21T06:02:26.780+02:00
96359;"Rannu Coop Kaupluse pakiautomaat";0;EE;"Tartu maakond";"Elva vald";"Rannu alevik";;"Elva tee";;10;;26.221778;58.239960;;;;;;;;;;;2023-04-19T04:00:07.917+03:00
96220;"Rapla Coop Konsumi pakiautomaat";0;EE;"Rapla maakond";"Rapla vald";"Rapla linn";;"Tallinna mnt";;16;;24.793521;59.005301;;;;;;;;;;;2023-05-08T10:11:08.863+03:00
96043;"Rapla Maxima X pakiautomaat";0;EE;"Rapla maakond";"Rapla vald";"Rapla linn";;"Tallinna mnt";;50a;;24.790997;58.998328;;;;;;;;;;;2024-04-08T04:00:07.317+03:00
79501;"Rapla postkontor";1;EE;"Rapla maakond";"Rapla vald";"Rapla linn";;"Tallinna mnt";;17;;24.794818;59.004320;"E,T,K,N,R 09:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-08-09T14:25:10.093+03:00
88819;"Raseinių MAXIMA Maironio paštomatas";0;LT;"Kauno apskr.";"Raseinių r. sav.";"Raseinių m.";;"Maironio g.";;64;;23.126625;55.386380;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2023-12-06T06:03:23.170+02:00
55536;"Raseinių MAXIMA Vilniaus g. paštomatas";0;LT;"Kauno apskr.";"Raseinių r. sav.";"Raseinių m.";;"Vilniaus g.";;93;;23.113923;55.379334;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2023-12-28T10:30:15.340+02:00
99502;"Raseinių NORFA Dominikonų paštomatas";0;LT;"Kauno apskr.";"Raseinių r. sav.";"Raseinių m.";;"Dominikonų g.";;12;;23.118603;55.379279;;;;;;;;;;;2023-12-28T06:03:22.217+02:00
9506;"Raunas TOP pakomāts";0;LV;"Smiltenes novads";"Raunas pagasts";Rauna;;"Cēsu iela";;2A;;25.608690;57.331351;;;;;;;;;;;2024-06-25T14:43:20.753+03:00
77717;"Rietavo MAXIMA paštomatas";0;LT;"Telšių apskr.";"Rietavo sav.";"Rietavo m.";;"Plungės g.";;2;;21.932441;55.724254;;;;;;;;;;"Paštomatą rasite lauke, prie galinės parduotuvės pastato sienos";2021-11-25T11:48:39.790+02:00
50191;"Ringtee postkontor";1;EE;"Tartu maakond";"Tartu linn";"Tartu linn";;"Võru tn";;167;;26.713430;58.344923;"E,T,K,N,R 10:00-19:00 L 10:00-15:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-09-10T13:00:25.950+03:00
96196;"Risti Coop kaupluse pakiautomaat";0;EE;"Lääne maakond";"Lääne-Nigula vald";"Risti alevik";;"Haapsalu mnt";;1;;24.056862;58.998289;;;;;;;;;;;2024-06-02T13:34:23.167+03:00
13591;"Rocca Al Mare postkontor";1;EE;"Harju maakond";Tallinn;"Haabersti linnaosa";;"Paldiski mnt";;102;;24.651591;59.426851;"E,T,K,N,R 10:00-20:00 L 10:00-16:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-08-21T11:50:22.113+03:00
96251;"Roela pakiautomaat";0;EE;"Lääne-Viru maakond";"Vinni vald";"Roela alevik";;"Sinilille tn";;1a;;26.586551;59.165147;;;;;;;;;;;2022-02-03T15:46:25.463+02:00
96282;"Roiu Coop kaupluse pakiautomaat";0;EE;"Tartu maakond";"Kastre vald";"Roiu alevik";;"Männi tn";;9;;26.867232;58.301326;;;;;;;;;;;2023-11-15T13:57:58.077+02:00
9136;"Rojas Maxima X pakomāts";0;LV;"Talsu novads";"Rojas pagasts";Roja;;"Selgas iela";;2;;22.801112;57.505697;;;;;;;;;"Blakus T/C centrālajai ieejai";;2024-06-21T10:08:33.820+03:00
99543;"Rokiškio LIDL paštomatas";0;LT;"Panevėžio apskr.";"Rokiškio r. sav.";"Rokiškio m.";;"Respublikos g.";;113;;25.590917;55.948918;;;;;;;;;;;2023-12-07T04:00:07.537+02:00
55578;"Rokiškio MAXIMA Respublikos 111B paštomatas";0;LT;"Panevėžio apskr.";"Rokiškio r. sav.";"Rokiškio m.";;"Respublikos g.";;111B;;25.589929;55.952926;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2023-12-29T09:17:13.113+02:00
88821;"Rokiškio NORFA Panevėžio g. paštomatas";0;LT;"Panevėžio apskr.";"Rokiškio r. sav.";"Rokiškio m.";;"Panevėžio g.";;1D;;25.588392;55.947001;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2022-11-22T18:34:44.333+02:00
96387;"Roo Prisma pakiautomaat";0;EE;"Harju maakond";"Harku vald";"Harkujärve küla";;"Roo tee";;1;;24.616285;59.407169;;;;;;;;;;;2024-03-20T16:39:31.910+02:00
96273;"Roobuka pakiautomaat";0;EE;"Harju maakond";"Saku vald";"Roobuka küla";;"Roheluse tee";;1;;24.671532;59.221431;;;;;;;;;;;2022-12-21T09:12:26.077+02:00
9138;"Ropažu Lats Pakomāts";0;LV;"Ropažu novads";"Ropažu pagasts";Ropaži;;"Rīgas iela";;12;;24.633706;56.971877;;;;;;;;;"Pa kreisi no ieejas";;2023-09-29T14:50:26.473+03:00
77796;"Rudaminos IKI paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus r. sav.";"Rudaminos k.";;"Gamyklos g.";;26;;25.341576;54.592888;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje, šalia taromato";2024-03-22T06:03:45.337+02:00
93999;"Ruhnu pakiväljastus";0;EE;"Saare maakond";"Ruhnu vald";"Ruhnu küla";;;;;;23.244316;57.803813;;;;;;;;;;;2023-08-14T09:08:41.047+03:00
93091;"Ruhnu postipunkt (raamatukogu)";1;EE;"Saare maakond";"Ruhnu vald";"Ruhnu küla";;;Raamatukogu;;;23.245469;57.802511;"T,K,R 13:00-14:00 E,N,L,P SULETUD";;;;;;;;;;2024-10-11T23:55:33.727+03:00
55539;"Rumšiškių MAXIMA paštomatas";0;LT;"Kauno apskr.";"Kaišiadorių r. sav.";"Rumšiškių mstl.";;"L. Lekavičiaus g.";;32;;24.214849;54.872861;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2024-04-03T06:03:23.547+03:00
96186;"Räpina Coop Konsumi pakiautomaat";0;EE;"Põlva maakond";"Räpina vald";"Räpina linn";;"Kooli tn";;14a;;27.459610;58.094948;;;;;;;;;;;2024-09-04T10:03:59.570+03:00
96095;"Räpina Maxima X pakiautomaat";0;EE;"Põlva maakond";"Räpina vald";"Räpina linn";;"Pargi tn";;1;;27.463667;58.097504;;;;;;;;;;;2024-09-04T10:04:45.330+03:00
64594;"Räpina postipunkt";1;EE;"Põlva maakond";"Räpina vald";"Räpina linn";;"Kooli tn";;1;;27.464795;58.097239;"T,K,N 09:00-15:00 E,R,L,P SULETUD";;;;;;;;;;2024-09-24T16:24:34.087+03:00
96151;"Rõngu Coop Konsumi pakiautomaat";0;EE;"Tartu maakond";"Elva vald";"Rõngu alevik";;"Tartu mnt";;2;;26.248779;58.143987;;;;;;;;;;;2022-03-02T16:00:37.187+02:00
96255;"Rõuge Bussijaama pakiautomaat";0;EE;"Võru maakond";"Rõuge vald";"Rõuge alevik";;;;;;26.916482;57.730090;;;;;;;;;;;2023-01-10T08:52:21.203+02:00
9586;"RĀMKALNI pakomāts";0;LV;"Siguldas novads";"Inčukalna pagasts";Krustiņi;;;Vītiņkalni;;;24.658473;57.124938;;;;;;;;;;;2024-06-26T09:52:56.840+03:00
9922;"Rēzeknes Atbrīvošanas alejas Maxima XX pakomāts";0;LV;Rēzekne;;;;"Atbrīvošanas aleja";;141;;27.339478;56.524147;;;;;;;;;"Blakus T/C centrālajai ieejai";;2024-06-26T11:40:19.847+03:00
9511;"Rēzeknes Dārzu ielas 63 pakomāts";0;LV;Rēzekne;;;;"Dārzu iela";;63;;27.339796;56.515908;;;;;;;;;;;2024-06-25T15:08:20.257+03:00
9582;"Rēzeknes Dārzu ielas ELFI pakomāts";0;LV;Rēzekne;;;;"Dārzu iela";;14;;27.334117;56.505263;;;;;;;;;;;2023-09-29T11:31:34.250+03:00
9974;"Rēzeknes Galdnieku ielas RIMI pakomāts";0;LV;Rēzekne;;;;"Galdnieku iela";;8;;27.330051;56.502257;;;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;2024-06-26T16:06:25.830+03:00
9216;"Rēzeknes Kr. Valdemāra ielas Mego pakomāts";0;LV;Rēzekne;;;;"Kr. Valdemāra iela";;16A;;27.335793;56.514032;;;;;;;;;"Pa labi no ieejas";;2024-06-21T13:45:16.887+03:00
9556;"Rēzeknes Stacijas ielas 20A pakomāts";0;LV;Rēzekne;;;;"Stacijas iela";;20A;;27.347198;56.518046;;;;;;;;;;;2024-06-25T16:28:38.697+03:00
9111;"Rīgas A. Briāna ielas RIMI pakomāts";0;LV;Rīga;;;;"Krišjāņa Valdemāra iela";;62A;;24.131107;56.966025;;;;;;;;;"Pa labi no galvenās ieejas";;2024-06-21T09:06:04.813+03:00
9169;"Rīgas A. Deglava 110 Rimi pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Augusta Deglava iela";;110;;24.193661;56.947535;;;;;;;;;"Pa labi no ieejas";;2024-09-09T10:01:33.037+03:00
9902;"Rīgas Anniņmuižas bulvāra RIMI pakomāts";0;LV;Rīga;;;;"Anniņmuižas bulvāris";;40A;;24.012615;56.960407;;;;;;;;;"Blakus T/C centrālajai ieejai";;2024-06-26T09:54:39.180+03:00
9562;"Rīgas Artilērijas ielas 40 pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Artilērijas iela";;40;;24.143329;56.956798;;;;;;;;;;;2024-09-09T10:02:08.097+03:00
9116;"Rīgas Autoostas pakomāts";0;LV;Rīga;;;;"Prāgas iela";;1;;24.114689;56.945046;;;;;;;;;"Ieeja autoostā blakus kanālam";;2023-09-29T13:24:16.350+03:00
9528;"Rīgas Avotu ielas 17 pakomāts";0;LV;Rīga;;;;"Avotu iela";;17;;24.129981;56.950666;;;;;;;;;;;2023-09-29T13:25:08.003+03:00
9521;"Rīgas BARONS KVARTĀLS pakomāts";0;LV;Rīga;;;;"Cēsu iela";;31;;24.141625;56.965999;;;;;;;;;;;2023-09-29T13:36:23.280+03:00
9282;"Rīgas Baltāsbaznīcas ielas MEGO pakomāts";0;LV;Rīga;;;;"Baltāsbaznīcas iela";;42;;24.090578;57.036674;;;;;;;;;;;2024-06-25T10:33:01.880+03:00
9231;"Rīgas Berģu ielas Senās Bodes pakomāts";0;LV;Rīga;;;;"Berģu iela";;72B;;24.290162;56.990888;;;;;;;;;;;2024-06-25T09:04:40.547+03:00
9530;"Rīgas Biķernieku ielas 98 Mego pakomāts";0;LV;Rīga;;;;"Biķernieku iela";;98;;24.234920;56.960778;;;;;;;;;;;2023-09-29T13:44:03.333+03:00
9933;"Rīgas Biķernieku ielas RIMI pakomāts";0;LV;Rīga;;;;"Biķernieku iela";;"160 k-6";;24.253370;56.956909;;;;;;;;;"Blakus T/C centrālajai ieejai";;2024-06-26T13:52:33.787+03:00
9252;"Rīgas Bolderājas Lats pakomāts";0;LV;Rīga;;;;"Lemešu iela";;20;;24.051120;57.032690;;;;;;;;;;;2024-06-25T10:00:51.870+03:00
9960;"Rīgas Bolderājas Mego pakomāts";0;LV;Rīga;;;;"Gobas iela";;13;;24.048143;57.033239;;;;;;;;;"Blakus T/C centrālai ieejai";;2024-06-26T14:58:30.967+03:00
9975;"Rīgas Botāniskā dārza Maxima pakomāts";0;LV;Rīga;;;;"Dzirciema iela";;1;;24.053630;56.949429;;;;;;;;;"Pa labi no T/C Centrālās ieejas";;2024-06-26T16:08:08.593+03:00
9968;"Rīgas Brīvības g. 253 Neste pakomāts";0;LV;Rīga;;;;"Brīvības gatve";;253;;24.181891;56.978119;;;;;;;;;"DUS teritorijā";;2024-06-27T13:42:12.920+03:00
9174;"Rīgas Brīvības gatves 386 Neste pakomāts";0;LV;Rīga;;;;"Brīvības gatve";;386;;24.219941;56.986521;;;;;;;;;"DUS teritorijā";;2023-09-29T14:33:25.933+03:00
9567;"Rīgas Brīvības gatves 404 RIMI pakomāts";0;LV;Rīga;;;;"Brīvības gatve";;404;;24.227993;56.987422;;;;;;;;;;;2023-09-29T14:33:53.277+03:00
9115;"Rīgas Brīvības ielas 35 pakomāts";0;LV;Rīga;;;;"Brīvības iela";;35;;24.119659;56.955587;;;;;;;;;"Autostāvvietas teritorijā";;2023-09-29T14:34:23.190+03:00
9281;"Rīgas Brīvības ielas 78a pakomāts";0;LV;Rīga;;;;"Brīvības iela";;78A;;24.126120;56.958658;;;;;;;;;;;2024-06-25T10:31:43.913+03:00
9504;"Rīgas Buļļu ielas 35 Aibe pakomāts";0;LV;Rīga;;;;"Buļļu iela";;35;;24.051383;56.968907;;;;;;;;;;;2024-06-25T14:40:39.270+03:00
9946;"Rīgas Bērnu pasaules RIMI pakomāts";0;LV;Rīga;;;;"Matīsa iela";;25;;24.134079;56.957136;;;;;;;;;;;2024-06-26T14:09:45.803+03:00
9514;"Rīgas Bērnu slimnīcas pakomāts";0;LV;Rīga;;;;"Vienības gatve";;45;;24.087040;56.922036;;;;;;;;;;;2024-06-25T15:11:01.853+03:00
9533;"Rīgas Dammes tirgus pakomāts";0;LV;Rīga;;;;"Dammes iela";;36A;;24.010384;56.965969;;;;;;;;;;;2024-06-25T16:10:04.323+03:00
9502;"Rīgas Daugavgrīvas ielas TOP pakomāts";0;LV;Rīga;;;;"Daugavgrīvas iela";;72;;24.070227;56.957462;;;;;;;;;;;2024-03-26T14:36:15.880+02:00
9904;"Rīgas Deglava ielas Maxima XXX pakomāts";0;LV;Rīga;;;;"Augusta Deglava iela";;67;;24.186979;56.950617;;;;;;;;;"Pa kreisi no T/C centrālās ieejas";;2024-06-26T10:13:47.183+03:00
9143;"Rīgas Duntes ielas Neste pakomāts";0;LV;Rīga;;;;"Dambja iela";;10;;24.130643;56.987889;;;;;;;;;"DUS teritorijā";;2024-06-21T10:17:04.987+03:00
9544;"Rīgas Dzelzavas ielas 78 RIMI pakomāts";0;LV;Rīga;;;;"Dzelzavas iela";;78;;24.200320;56.954489;;;;;;;;;;;2024-06-25T16:22:41.227+03:00
9962;"Rīgas Dzelzavas ielas 86 Mini RIMI pakomāts";0;LV;Rīga;;;;"Dzelzavas iela";;86;;24.204955;56.954144;;;;;;;;;"Pa labi no T/C Centrālās ieejas";;2024-07-31T09:22:32.383+03:00
9545;"Rīgas E. Birznieka-Upīša ielas 19 pakomāts";0;LV;Rīga;;;;"Ernesta Birznieka-Upīša iela";;19;;24.128195;56.949348;;;;;;;;;;;2023-09-29T13:22:43.487+03:00
9909;"Rīgas G. Astras ielas VIADA pakomāts";0;LV;Rīga;;;;"Gunāra Astras iela";;7;;24.189278;56.956886;;;;;;;;;"DUS VIADA teritorijā";;2024-06-26T11:17:29.400+03:00
9908;"Rīgas Gramzdas RIMI pakomāts";0;LV;Rīga;;;;"Imantas 15. līnija";;7;;24.011006;56.944584;;;;;;;;;"Pa kreisi no centrālās ieejas";;2024-06-26T11:16:35.620+03:00
9274;"Rīgas Graudu ielas Mego pakomāts";0;LV;Rīga;;;;"Graudu iela";;10;;24.107669;56.912616;;;;;;;;;;;2024-06-25T10:26:02.300+03:00
9972;"Rīgas Grostonas ielas Maxima XXX pakomāts";0;LV;Rīga;;;;"Grostonas iela";;1;;24.119061;56.964547;;;;;;;;;"Pa labi no T/C Centrālās ieejas";;2024-06-26T16:05:31.397+03:00
9295;"Rīgas Hipokrāta ielas FIX PRICE pakomāts";0;LV;Rīga;;;;"Hipokrāta iela";;26;;24.239307;56.959975;;;;;;;;;;;2024-06-25T14:33:54.840+03:00
9185;"Rīgas Jaunciema gatves Maxima X pakomāts";0;LV;Rīga;;;;"Jaunciema gatve";;174;;24.173750;57.043955;;;;;;;;;"Pa kreisi no ieejas";;2024-06-21T12:39:21.647+03:00
9261;"Rīgas Juglas ielas 25 MINI RIMI pakomāts";0;LV;Rīga;;;;"Juglas iela";;25;;24.249639;56.982773;;;;;;;;;;;2024-06-25T10:07:39.497+03:00
9161;"Rīgas Jūrmalas gatves RIMI pakomāts";0;LV;Rīga;;;;"Anniņmuižas bulvāris";;90;;24.007918;56.954165;;;;;;;;;"Pa kreisi no ieejas";;2023-11-13T08:50:19.647+02:00
9147;"Rīgas Kalnciema ielas RIMI pakomāts";0;LV;Rīga;;;;"Kalnciema iela";;41;;24.062696;56.942354;;;;;;;;;"Pie ieejas veikalā";;2024-06-21T10:20:32.813+03:00
9522;"Rīgas Kalpaka bulvāra 14A pakomāts";0;LV;Rīga;;;;"Kalpaka bulvāris";;14A;;24.104985;56.958384;;;;;;;;;;;2023-12-13T13:25:51.083+02:00
9178;"Rīgas Katoļu ielas Neste pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Katoļu iela";;4;;24.138074;56.940763;;;;;;;;;"DUS teritorijā";;2024-09-09T10:02:40.403+03:00
9150;"Rīgas Kleistu ielas Mego pakomāts";0;LV;Rīga;;;;"Kleistu iela";;9;;24.022067;56.962575;;;;;;;;;"Pa kreisi no ieejas";;2024-06-21T10:26:04.983+03:00
9939;"Rīgas Kr. Valdemāra ielas 112 RIMI pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Krišjāņa Valdemāra iela";;112;;24.135998;56.974503;;;;;;;;;"Blakus stāvlaukumam Valdemāra ielas pusē";;2024-09-09T10:04:04.813+03:00
9251;"Rīgas Kurzemes prospekta 15a Neste pakomāts";0;LV;Rīga;;;;"Kurzemes prospekts";;15A;;24.035603;56.961834;;;;;;;;;;;2023-09-29T13:21:54.717+03:00
9123;"Rīgas Kurzemes prospekta Mego pakomāts";0;LV;Rīga;;;;"Kurzemes prospekts";;132;;24.000171;56.962186;;;;;;;;;"Pa kreisi no ieejas";;2024-06-21T09:52:26.587+03:00
9551;"Rīgas Latgales ielas 256B RIMI pakomāts";0;LV;Rīga;;;;"Latgales iela";;256B;;24.178018;56.910936;;;;;;;;;;;2024-03-13T11:17:06.357+02:00
9512;"Rīgas Latgales ielas 427b Neste pakomāts";0;LV;Rīga;;;;"Latgales iela";;427B;;24.210763;56.897641;;;;;;;;;;;2024-06-25T15:09:48.213+03:00
9171;"Rīgas Leļļu teātra pakomāts";0;LV;Rīga;;;;"Elizabetes iela";;81;;24.121591;56.950652;;;;;;;;;"Pie autostāvvietas iebrauktuves";;2024-06-21T11:26:17.450+03:00
9597;"Rīgas Lidoņu ielas 3 MAXIMA X pakomāts";0;LV;Rīga;;;;"Lidoņu iela";;3;;24.071240;56.970815;;;;;;;;;;;2024-09-18T10:51:25.623+03:00
9122;"Rīgas Lidoņu ielas Mego pakomāts";0;LV;Rīga;;;;"Lidoņu iela";;"27 k-1";;24.059747;56.968914;;;;;;;;;"Autostāvvietas teritorijā";;2024-03-26T14:36:16.363+02:00
9250;"Rīgas Liepājas ielas Maxima X pakomāts";0;LV;Rīga;;;;"Liepājas iela";;76A;;24.055888;56.924158;;;;;;;;;;;2024-06-25T09:36:30.337+03:00
9540;"Rīgas Lāčplēša ielas 57 pakomāts";0;LV;Rīga;;;;"Lāčplēša iela";;57;;24.130841;56.951800;;;;;;;;;;;2023-09-29T13:22:49.643+03:00
9907;"Rīgas Mazās stacijas ielas Drogas pakomāts";0;LV;Rīga;;;;"Mazā Stacijas iela";;2A;;24.051041;56.959834;;;;;;;;;"Pie aptiekas Dzirciema ielas pusē";;2024-06-26T11:15:23.293+03:00
9173;"Rīgas Miera ielas 2 pakomāts";0;LV;Rīga;;;;"Miera iela";;2;;24.129450;56.960288;;;;;;;;;;;2024-06-21T11:28:03.263+03:00
9596;"Rīgas MĒBEĻU NAMS pakomāts";0;LV;Rīga;;;;"Dzelzavas iela";;72;;24.189542;56.955530;;;;;;;;;;;2024-03-27T17:13:16.893+02:00
9976;"Rīgas Mīlgrāvja ielas RIMI pakomāts ";0;LV;Rīga;;;;"Mīlgrāvja iela";;14;;24.139263;57.025539;;;;;;;;;;;2024-06-26T16:09:25.387+03:00
9177;"Rīgas Mūkusalas Maxima XX pakomāts";0;LV;Rīga;;;;"Mūkusalas iela";;73;;24.106749;56.922959;;;;;;;;;"Pa labi no ieejas";;2023-09-29T13:28:48.767+03:00
9112;"Rīgas Nīcgales ielas 53 T/C GREEN pakomāts";0;LV;Rīga;;;;"Nīcgales iela";;53;;24.173276;56.945157;;;;;;;;;"Pa labi no ieejas";;2024-06-21T09:08:14.453+03:00
9903;"Rīgas P. Brieža ielas RIMI pakomāts";0;LV;Rīga;;;;"Pulkveža Brieža iela";;33;;24.105871;56.964867;;;;;;;;;"Blakus T/C centrālajai ieejai";;2023-12-05T06:03:19.277+02:00
9538;"Rīgas PEPSI CENTRS pakomāts";0;LV;Rīga;;;;"Uzvaras bulvāris";;10;;24.090939;56.938791;;;;;;;;;;;2023-09-29T13:31:47.560+03:00
9151;"Rīgas Parādes ielas Mego pakomāts";0;LV;Rīga;;;;"Parādes iela";;5B;;24.028616;57.039927;;;;;;;;;"Pa labi no ieejas";;2023-09-29T13:30:33.797+03:00
9129;"Rīgas Prūšu ielas 2 Mego pakomāts";0;LV;Rīga;;;;"Prūšu iela";;2;;24.177618;56.914860;;;;;;;;;"Pa labi no ieejas";;2023-09-29T13:32:15.507+03:00
9179;"Rīgas Prūšu ielas 22a Mego pakomāts";0;LV;Rīga;;;;"Prūšu iela";;22A;;24.188408;56.913259;;;;;;;;;"Pa kreisi no ieejas";;2023-09-29T13:32:39.790+03:00
9573;"Rīgas Purvciema ielas Beta pakomāts";0;LV;Rīga;;;;"Purvciema iela";;35;;24.175622;56.953518;;;;;;;;;;;2023-09-29T13:39:33.080+03:00
9591;"Rīgas Pētersalas ielas Maxima pakomāts";0;LV;Rīga;;;;"Pētersalas iela";;18B;;24.100792;56.968672;;;;;;;;;;;2024-09-18T10:51:57.600+03:00
9176;"Rīgas Rītupes ielas Maxima X pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Rītupes iela";;2;;24.167999;56.932168;;;;;;;;;"Pa kreisi no ieejas";;2024-09-09T10:03:47.643+03:00
9977;"Rīgas S. Eizenšteina ielas 29 pakomāts";0;LV;Rīga;;;;"Sergeja Eizenšteina iela";;29;;24.232268;56.969052;;;;;;;;;"Autostāvietā pie apsarga būdas";;2024-06-26T16:12:15.807+03:00
9906;"Rīgas Saharova ielas 14 Mego pakomāts";0;LV;Rīga;;;;"Andreja Saharova iela";;14;;24.204168;56.937157;;;;;;;;;"Blakus T/C centrālajai ieejai";;2024-06-26T11:14:57.607+03:00
