ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
99063;"Klaipėdos NORFA Gedminų paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Gedminų g.";;7A;;21.178313;55.675625;;;;;;;;;;;2023-12-29T10:57:21.390+02:00
88877;"Klaipėdos NORFA Tauralaukio paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Tauralaukio g.";;1;;21.142760;55.753475;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje, po stogu";2022-12-06T15:47:28.303+02:00
88872;"Klaipėdos NORFA Vingio paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Vingio g.";;21A;;21.195697;55.668081;;;;;;;;;;"Paštomatą rasite lauke, prie sienos kairėje įėjimo į parduotuvę pusėje";2024-01-02T11:28:45.713+02:00
99511;"Klaipėdos PC AKROPOLIS paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Taikos pr.";;61;;21.156111;55.691380;;;;;;;;;;;2023-11-30T04:00:09.067+02:00
88837;"Klaipėdos PC ARENA paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Taikos pr.";;64;;21.155785;55.687225;;;;;;;;;;;2024-08-26T14:37:28.433+03:00
55555;"Klaipėdos PC BANGINIS paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Šilutės pl.";;35A;;21.183192;55.692883;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į prekybos centrą pusėje, šalia Senukų iškabos";2023-12-29T09:09:20.010+02:00
99945;"Klaipėdos PC Grandus paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Taikos pr.";;66A;;21.158880;55.684793;;;;;;;;;;;2024-01-02T08:56:27.680+02:00
99944;"Klaipėdos PC LIEPŲ 81 paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Liepų g.";;81;;21.155664;55.722484;;;;;;;;;;;2024-01-02T08:55:38.380+02:00
55557;"Klaipėdos PC LUIZĖ paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Šiaurės pr.";;15;;21.141304;55.727229;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į prekybos centrą pusėje";2023-12-29T09:09:55.993+02:00
88841;"Klaipėdos PC MOLAS paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Taikos pr.";;139;;21.177448;55.664533;;;;;;;;;;"Paštomatą rasite lauke prie sienos, įėjimo į RIMI parduotuvę kairėje iš Liubeko g. pusės";2023-10-28T06:03:03.153+03:00
55558;"Klaipėdos PC SATURNAS paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Taikos pr.";;5;;21.142256;55.705206;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į vaistinę pusėje, šalia bankomato";2023-12-29T09:10:12.303+02:00
88839;"Klaipėdos PC STUDLENDAS paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"H. Manto g.";;90;;21.124799;55.728614;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į IKI pusėje, iš Šiaurės pr.";2024-01-02T08:46:16.617+02:00
99946;"Klaipėdos PC VYTURYS paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Laukininkų g.";;19;;21.191985;55.663949;;;;;;;;;;;2024-01-02T08:57:27.350+02:00
55556;"Klaipėdos RIMI Liepojos paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Liepojos g.";;27;;21.130231;55.751524;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2023-12-29T09:09:38.437+02:00
99008;"Klaipėdos RIMI Pajūrio g. paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Pajūrio g.";;5A;;21.151404;55.753860;;;;;;;;;;;2022-12-06T15:59:59.350+02:00
99081;"Klaipėdos SENOJI BALDINĖ Taikos pr. 98 paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Taikos pr.";;98;;21.171533;55.668638;;;;;;;;;;;2024-01-31T09:35:22.957+02:00
77710;"Klaipėdos Slengių RIMI paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos r. sav.";"Slengių k.";;"Dangaus g.";;34;;21.191775;55.736670;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2022-12-21T09:56:11.133+02:00
88873;"Klaipėdos TECHNORAMA Taikos 39 paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Taikos pr.";;39;;21.149172;55.698207;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2021-12-23T14:54:57.990+02:00
55554;"Klaipėdos TILŽĖS TURGUS paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Tilžės g.";;51;;21.165810;55.705836;;;;;;;;;;"Paštomatą rasite lauke prie tvoros, kairėje įėjimo į turgų pusėje";2023-12-29T09:09:03.907+02:00
88838;"Klaipėdos VIADA Priestočio paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Priestočio g.";;28;;21.141022;55.719124;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2021-12-02T11:35:38.870+02:00
77781;"Klaipėdos ČIA MARKET Mogiliovo paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Mogiliovo g.";;12;;21.200064;55.663737;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2023-12-29T14:33:05.607+02:00
99561;"Klausučių AIBĖ paštomatas";0;LT;"Tauragės apskr.";"Jurbarko r. sav.";"Klausučių k.";;"A. Daugėlos g.";;1;8;23.362506;55.112707;;;;;;;;;;;2024-08-19T07:55:41.937+03:00
96290;"Klooga pakiautomaat";0;EE;"Harju maakond";"Lääne-Harju vald";"Klooga alevik";;"Aedlinna tee";;3;;24.235227;59.319918;;;;;;;;;;;2024-06-17T09:24:39.817+03:00
96147;"Koeru Vallamaja pakiautomaat";0;EE;"Järva maakond";"Järva vald";"Koeru alevik";;"Paide tee";;5;;26.024799;58.962392;;;;;;;;;;;2021-10-13T16:13:21.217+03:00
96094;"Kohila Coop Konsumi pakiautomaat";0;EE;"Rapla maakond";"Kohila vald";"Kohila alev";;"Vabaduse tn";;7;;24.750497;59.167184;;;;;;;;;;;2022-12-22T14:47:11.693+02:00
79895;"Kohila postipunkt";1;EE;"Rapla maakond";"Kohila vald";"Kohila alev";;"Vabaduse tn";;20;;24.749493;59.168117;"E,T,K,N,R 09:00-18:00 L 10:00-15:00 P 10:00-14:00;Ligipääs ratastooliga";;;;;;;;;;2024-08-09T12:43:08.380+03:00
96139;"Kohtla-Järve Keskallee Maxima X pakiautomaat";0;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";;Keskallee;;12;;27.284854;59.402352;;;;;;;;;;;2024-08-19T11:10:04.717+03:00
96307;"Kohtla-Järve Mõisa tee Maxima X pakiautomaat";0;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";;"Mõisa tee";;3;;27.290852;59.406581;;;;;;;;;;;2023-11-27T10:04:59.210+02:00
96036;"Kohtla-Järve Rimi pakiautomaat";0;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";;"Põhja allee";;4;;27.284822;59.407391;;;;;;;;;;;2024-08-19T10:18:26.933+03:00
96386;"Kohtla-Järve Selveri pakiautomaat";0;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";;"Järveküla tee";;68;;27.298122;59.401561;;;;;;;;;;;2024-08-19T10:20:56.787+03:00
96093;"Kohtla-Järve Vironia keskuse pakiautomaat";0;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";;"Järveküla tee";;50;;27.286519;59.397283;;;;;;;;;;;2024-08-19T11:05:23.547+03:00
30301;"Kohtla-Järve postkontor";1;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";;"Järveküla tee";;50;;27.286075;59.397948;"E,T,K,N,R 09:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-08-09T13:59:32.710+03:00
96342;"Kohtla-Nõmme pakiautomaat";0;EE;"Ida-Viru maakond";"Toila vald";"Kohtla-Nõmme alev";;"Kooli tn";;6;;27.192003;59.354408;;;;;;;;;;;2022-12-20T12:23:09.543+02:00
96260;"Koigi pakiautomaat";0;EE;"Järva maakond";"Järva vald";"Koigi küla";;"Mõisavahe tee";;2;;25.753129;58.835677;;;;;;;;;;;2023-06-02T06:02:58.307+03:00
9141;"Kokneses Lats pakomāts";0;LV;"Kokneses nov.";"Kokneses pag.";Koknese;;"Hanzas iela";;1;;25.439377;56.650215;;;;;;;;;"Pa labi no ieejas";;2024-06-21T10:12:45.050+03:00
96266;"Kolga-Jaani pakiautomaat";0;EE;"Viljandi maakond";"Viljandi vald";"Kolga-Jaani alevik";;"Viljandi mnt";;6;;25.942990;58.533992;;;;;;;;;;;2022-08-10T14:20:34.753+03:00
9264;"Kolkas Citro pakomāts";0;LV;"Talsu novads";"Kolkas pagasts";Kolka;;;Saulkrasti;;;22.586423;57.743435;;;;;;;;;;;2023-09-29T09:18:44.387+03:00
96267;"Koonga pakiautomaat";0;EE;"Pärnu maakond";"Lääneranna vald";"Koonga küla";;;Valla;2;;24.149549;58.580114;;;;;;;;;;;2022-02-03T15:53:18.010+02:00
96096;"Kose Grossi pakiautomaat";0;EE;"Harju maakond";"Kose vald";"Kose alevik";;"Kodu tn";;2;;25.164630;59.184000;;;;;;;;;;;2024-03-20T00:00:03.583+02:00
96270;"Kose-Uuemõisa pakiautomaat";0;EE;"Harju maakond";"Kose vald";"Kose-Uuemõisa alevik";;"Kesk tn";;15;;25.105587;59.202964;;;;;;;;;;;2022-09-14T13:07:00.577+03:00
96160;"Kostivere Meie kaupluse pakiautomaat";0;EE;"Harju maakond";"Jõelähtme vald";"Kostivere alevik";;"Mõisa tee";;3;;25.094629;59.428523;;;;;;;;;;;2022-04-22T09:42:44.743+03:00
55573;"Krekenavos KOOPS paštomatas";0;LT;"Panevėžio apskr.";"Panevėžio r. sav.";"Krekenavos mstl.";;"Bažnyčios g.";;2;;24.097792;55.543391;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, dešinėje įėjimo į parduotuvę pusėje, už kampo";2024-02-21T06:02:26.673+02:00
99080;"Kretingos AIBĖ Melioratorių g. 49 paštomatas";0;LT;"Klaipėdos apskr.";"Kretingos r. sav.";"Kretingos m.";;"Melioratorių g.";;49;;21.266694;55.887352;;;;;;;;;;;2024-07-10T17:12:18.590+03:00
88806;"Kretingos MAXIMA Rotušės paštomatas";0;LT;"Klaipėdos apskr.";"Kretingos r. sav.";"Kretingos m.";;"Rotušės a.";;15;;21.240982;55.889772;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-09-09T15:45:53.513+03:00
88893;"Kretingos NORFA paštomatas";0;LT;"Klaipėdos apskr.";"Kretingos r. sav.";"Kretingos m.";;"Šventosios g.";;25H;;21.232680;55.892349;;;;;;;;;;"Paštomatą rasite lauke prie sienos, iš parkavimo aikštelės pusės";2024-01-19T06:03:20.573+02:00
99938;"Kretingos RIMI paštomatas";0;LT;"Klaipėdos apskr.";"Kretingos r. sav.";"Kretingos m.";;"Šventosios g.";;27B;;21.233784;55.894768;;;;;;;;;;;2024-01-02T08:45:40.240+02:00
99939;"Kretingos Žemaitės al. 37 paštomatas";0;LT;"Klaipėdos apskr.";"Kretingos r. sav.";"Kretingos m.";;"Žemaitės al.";;37;;21.266307;55.893077;;;;;;;;;;;2024-01-02T08:45:59.377+02:00
10701;"Kristiine postkontor";1;EE;"Harju maakond";Tallinn;"Kristiine linnaosa";;"Endla tn";;45;;24.722686;59.426694;"E,T,K,N,R 10:00-20:00 L 10:00-16:00 P SULETUD";;;;;;;;;;2024-08-09T13:42:23.637+03:00
9984;"Krāslavas Maxima X pakomāts";0;LV;"Krāslavas novads";Krāslava;;;"Rīgas iela";;28;;27.161997;55.896968;;;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;2024-06-26T16:16:52.423+03:00
55531;"Kudirkos Naumiesčio AIBĖ Šakių g. paštomatas";0;LT;"Marijampolės apskr.";"Šakių r. sav.";"Kudirkos Naumiesčio m.";;"Šakių g.";;1;;22.865438;54.778235;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę pusėje, už kampo";2024-08-02T07:37:05.183+03:00
9205;"Kuldīgas Gravas ielas ELVI pakomāts";0;LV;"Kuldīgas novads";Kuldīga;;;"Gravas iela";;1;;21.957910;56.973249;;;;;;;;;"Pa labi no ieejas";;2024-06-21T13:34:16.557+03:00
9536;"Kuldīgas Stendes ielas Citro pakomāts";0;LV;"Kuldīgas novads";Kuldīga;;;"Stendes iela";;23A;;21.987342;56.971248;;;;;;;;;;;2023-09-29T09:35:54.600+03:00
9930;"Kuldīgas Sūru ielas RIMI pakomāts";0;LV;"Kuldīgas novads";Kuldīga;;;"Sūru iela";;2;;21.958281;56.967018;;;;;;;;;"Pie ieejas no stāvlaukuma puses";;2024-06-26T13:50:53.497+03:00
90794;"Kullamaa postipunkt (Vaibatuba)";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Kullamaa küla";;;;;;24.079395;58.880466;"E,T,N,R 10:00-12:00 K 16:00-18:00 L,P SULETUD";;;;;;;;;;2024-08-09T12:36:22.930+03:00
96277;"Kummeli Coop Konsumi pakiautomaat";0;EE;"Saare maakond";"Saaremaa vald";"Kudjape alevik";;"Kummeli põik";;1;;22.520299;58.254184;;;;;;;;;;;2022-06-09T12:43:46.067+03:00
96122;"Kunda Grossi pakiautomaat";0;EE;"Lääne-Viru maakond";"Viru-Nigula vald";"Kunda linn";;"Kasemäe tn";;12;;26.518565;59.500489;;;;;;;;;;;2023-11-17T00:00:00.663+02:00
44194;"Kunda postipunkt";1;EE;"Lääne-Viru maakond";"Viru-Nigula vald";"Kunda linn";;"Koidu tn";;75;;26.504913;59.504890;"E 13:30-17:30 T,K,N 10:00-14:00 R 12:00-16:00 L,P SULETUD";;;;;;;;;;2024-08-09T12:34:56.837+03:00
99513;"Kupiškio NORFA Pergalės paštomatas";0;LT;"Panevėžio apskr.";"Kupiškio r. sav.";"Kupiškio m.";;"Pergalės g.";;8;;24.980221;55.844276;;;;;;;;;;;2023-12-09T04:00:06.887+02:00
77740;"Kupiškio NORFA Purėno paštomatas";0;LT;"Panevėžio apskr.";"Kupiškio r. sav.";"Kupiškio m.";;"A. Purėno g.";;1;;24.993626;55.836344;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2023-12-28T09:37:03.930+02:00
96034;"Kuressaare Maxima XX pakiautomaat";0;EE;"Saare maakond";"Saaremaa vald";"Kuressaare linn";;"Tallinna tn";;64;;22.504776;58.260402;;;;;;;;;;;2021-09-06T10:33:02.793+03:00
96065;"Kuressaare Smuuli Coop Konsumi pakiautomaat";0;EE;"Saare maakond";"Saaremaa vald";"Kuressaare linn";;"J. Smuuli tn";;1;;22.485307;58.262219;;;;;;;;;;;2024-01-17T11:19:17.617+02:00
93801;"Kuressaare postkontor";1;EE;"Saare maakond";"Saaremaa vald";"Kuressaare linn";;"Tallinna tn";;19a;;22.490114;58.254609;"E,T,K,N,R 09:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-08-09T14:29:04.833+03:00
88886;"Kuršėnų MAXIMA Vilniaus g. paštomatas";0;LT;"Šiaulių apskr.";"Šiaulių r. sav.";"Kuršėnų m.";;"Vilniaus g.";;43;;22.949889;56.000459;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-01-18T06:03:18.260+02:00
99599;"Kuršėnų NORFA Vytauto paštomatas";0;LT;"Šiaulių apskr.";"Šiaulių r. sav.";"Kuršėnų m.";;"Vytauto g.";;78;;22.952229;56.014142;;;;;;;;;;;2024-01-18T06:03:18.370+02:00
96108;"Kuusalu Coop Konsumi pakiautomaat";0;EE;"Harju maakond";"Kuusalu vald";"Kuusalu alevik";;"Kuusalu tee";;13;;25.441136;59.445371;;;;;;;;;;;2024-07-18T13:50:12.000+03:00
51099;"Kvartali keskuse postkontor";1;EE;"Tartu maakond";"Tartu linn";"Tartu linn";;"Riia tn";;2;;26.729174;58.377225;"E,T,K,N,R 09:00-19:00 L 09:00-15:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-09-18T19:31:22.350+03:00
55530;"Kybartų NORFA paštomatas";0;LT;"Marijampolės apskr.";"Vilkaviškio r. sav.";"Kybartų m.";;"Vištyčio g.";;40;;22.755781;54.630970;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2023-12-28T10:27:37.900+02:00
96156;"Käina Coop Konsumi pakiautomaat";0;EE;"Hiiu maakond";"Hiiumaa vald";"Käina alevik";;"Spordi tn";;9;;22.774117;58.831447;;;;;;;;;;;2021-06-17T11:13:46.227+03:00
92194;"Käina postipunkt";1;EE;"Hiiu maakond";"Hiiumaa vald";"Käina alevik";;"Spordi tn";;9;;22.773574;58.831404;"T,K,N,R 10:00-18:00 L 10:00-14:00 E,P SULETUD";;;;;;;;;;2024-09-10T13:02:31.880+03:00
96046;"Kärdla Hiiu Coop Konsumi pakiautomaat";0;EE;"Hiiu maakond";"Hiiumaa vald";"Kärdla linn";;Keskväljak;;1;;22.747351;58.998589;;;;;;;;;;;2024-05-15T13:45:00.527+03:00
96210;"Kärdla Tormi Coop Konsumi pakiautomaat";0;EE;"Hiiu maakond";"Hiiumaa vald";"Kärdla linn";;"Heltermaa mnt";;14a;;22.754594;58.990186;;;;;;;;;;;2021-07-23T11:03:36.390+03:00
92401;"Kärdla postkontor";1;EE;"Hiiu maakond";"Hiiumaa vald";"Kärdla linn";;Keskväljak;;3;;22.747880;58.998633;"E,T,K,N,R 09:00-17:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-09-13T08:28:09.970+03:00
96276;"Kärla pakiautomaat";0;EE;"Saare maakond";"Saaremaa vald";"Kärla alevik";;"Pargi tn";;2;;22.255694;58.330862;;;;;;;;;;;2022-02-03T15:57:04.567+02:00
96247;"Kõmsi pakiautomaat";0;EE;"Pärnu maakond";"Lääneranna vald";"Kõmsi küla";;"Keskuse tee";;3;;23.632895;58.623624;;;;;;;;;;;2022-06-09T12:46:40.213+03:00
96288;"Kõpu pakiautomaat";0;EE;"Viljandi maakond";"Põhja-Sakala vald";"Kõpu alevik";;"Tipu tn";;6;;25.301519;58.327249;;;;;;;;;;;2022-09-27T15:33:25.757+03:00
96291;"Kõrgessaare Coop kaupluse pakiautomaat";0;EE;"Hiiu maakond";"Hiiumaa vald";"Kõrgessaare alevik";;"Tööstuse tee";;10;;22.471856;58.982049;;;;;;;;;;;2022-09-15T12:26:44.013+03:00
96169;"Kõrveküla Coop kaupluse pakiautomaat";0;EE;"Tartu maakond";"Tartu vald";"Kõrveküla alevik";;"Vasula tee";;4;;26.761527;58.419908;;;;;;;;;;;2022-04-19T15:24:01.313+03:00
96360;"Külitse Coop Konsumi pakiautomaat";0;EE;"Tartu maakond";"Kambja vald";"Külitse alevik";;"Kiigemäe tee";;2;;26.623681;58.321409;;;;;;;;;;;2023-06-06T06:02:52.947+03:00
9162;"Kārsavas TOP pakomāts";0;LV;"Ludzas novads";Kārsava;;;"Sporta iela";;6;;27.675295;56.786289;;;;;;;;;"Pie ieejas veikalā";;2024-06-21T11:02:32.150+03:00
99552;"Kėdainių Akademijos CAMELIA paštomatas";0;LT;"Kauno apskr.";"Kėdainių r. sav.";"Akademijos mstl.";;"Ruokio g.";;1;;23.860240;55.399194;;;;;;;;;;;2024-02-29T06:03:27.937+02:00
99526;"Kėdainių IKI Gegučių paštomatas";0;LT;"Kauno apskr.";"Kėdainių r. sav.";"Kėdainių m.";;"Gegučių g.";;13;;23.961766;55.283139;;;;;;;;;;;2023-12-09T04:00:06.887+02:00
99025;"Kėdainių IKI Tilto paštomatas";0;LT;"Kauno apskr.";"Kėdainių r. sav.";"Kėdainių m.";;"Tilto g.";;2;;23.980164;55.288848;;;;;;;;;;;2023-09-25T06:02:54.673+03:00
88861;"Kėdainių MAXIMA Basanavičiaus 93 paštomatas";0;LT;"Kauno apskr.";"Kėdainių r. sav.";"Kėdainių m.";;"J. Basanavičiaus g.";;93;;23.959059;55.277651;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2023-08-09T06:03:10.577+03:00
99929;"Kėdainių MAXIMA Chemikų paštomatas";0;LT;"Kauno apskr.";"Kėdainių r. sav.";"Kėdainių m.";;"Chemikų g.";;1A;;23.952119;55.281644;;;;;;;;;;;2024-02-29T06:03:28.050+02:00
77709;"Kėdainių MAXIMA Dariaus ir Girėno paštomatas";0;LT;"Kauno apskr.";"Kėdainių r. sav.";"Kėdainių m.";;"S. Dariaus ir S. Girėno g.";;50A;;23.978985;55.308590;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-08-02T07:43:49.320+03:00
77770;"Kėdainių NORFA Basanavičiaus paštomatas";0;LT;"Kauno apskr.";"Kėdainių r. sav.";"Kėdainių m.";;"J. Basanavičiaus g.";;49;;23.974796;55.287902;;;;;;;;;;"Pašomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje, už kampo";2023-12-29T14:29:24.110+02:00
99049;"Kėdainių Novočėbės MOKI-VEŽI paštomatas";0;LT;"Kauno apskr.";"Kėdainių r. sav.";"Novočėbės k.";;;;3;;23.942892;55.272899;;;;;;;;;;;2024-04-03T06:03:23.743+03:00
96067;"Laagri Coop Maksimarketi pakiautomaat";0;EE;"Harju maakond";"Saue vald";"Laagri alevik";;"Pärnu mnt";;558a;;24.614282;59.341743;;;;;;;;;;;2022-12-06T12:25:23.290+02:00
96381;"Laagri Veskitammi Maxima X pakiautomaat";0;EE;"Harju maakond";"Saue vald";"Laagri alevik";;"Veskitammi tn";;3;;24.611742;59.352053;;;;;;;;;;;2024-03-20T16:38:45.800+02:00
96200;"Laagri Veskitammi Selver ABC pakiautomaat";0;EE;"Harju maakond";"Saue vald";"Laagri alevik";;"Veskitammi tn";;10;;24.612414;59.351164;;;;;;;;;;;2023-11-10T12:12:32.103+02:00
76491;"Laagri postkontor";1;EE;"Harju maakond";"Saue vald";"Laagri alevik";;"Veskitammi tn";;10;;24.612169;59.351013;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-10-10T18:41:24.863+03:00
96248;"Laekvere pakiautomaat";0;EE;"Lääne-Viru maakond";"Vinni vald";"Laekvere alevik";;"Salutaguse tee";;2;;26.559533;59.066968;;;;;;;;;;;2022-06-09T12:47:08.543+03:00
96340;"Laeva Spordihoone pakiautomaat";0;EE;"Tartu maakond";"Tartu vald";"Laeva küla";;"Aeru tee";;3;;26.378773;58.486634;;;;;;;;;;;2023-11-15T14:02:02.860+02:00
96183;"Lagedi Keskusehoone pakiautomaat";0;EE;"Harju maakond";"Rae vald";"Lagedi alevik";;"Kooli tn";;18b;;24.941774;59.402189;;;;;;;;;;;2022-08-26T13:24:10.200+03:00
9187;"Lapmežciema Citro pakomāts";0;LV;"Tukuma novads";"Lapmežciema pagasts";Lapmežciems;;;"Talsu šosejas 8 km";;;23.521805;56.993805;;;;;;;;;"Pa kreisi no ieejas";;2024-06-21T12:42:18.017+03:00
13801;"Lasnamäe Centrum postkontor";1;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";;"Mustakivi tee";;13;;24.862649;59.440569;"E,T,K,N,R 10:00-20:00 L 10:00-16:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-08-09T13:43:00.853+03:00
96385;"Lasva Coop kaupluse pakiautomaat";0;EE;"Võru maakond";"Võru vald";"Lasva küla";;"Pässä põik";;6;;27.176857;57.863351;;;;;;;;;;;2023-12-21T09:34:14.087+02:00
96245;"Laulasmaa Selver ABC pakiautomaat";0;EE;"Harju maakond";"Lääne-Harju vald";"Laulasmaa küla";;"Kloogaranna tee";;26;;24.238719;59.378697;;;;;;;;;;;2024-02-27T13:45:25.940+02:00
96261;"Lavassaare pakiautomaat";0;EE;"Pärnu maakond";"Pärnu linn";"Lavassaare alev";;"Võidu tn";;2;;24.370870;58.513380;;;;;;;;;;;2023-09-28T09:04:57.447+03:00
88807;"Lazdijų AIBĖ paštomatas";0;LT;"Alytaus apskr.";"Lazdijų r. sav.";"Lazdijų m.";;"Seinų g.";;8;;23.515247;54.233019;;;;;;;;;;"Paštomatą rasite lauke, prie sienos kairėje įėjimo į prekybos centrą pusėje";2023-12-28T09:50:40.340+02:00
96274;"Leisi pakiautomaat";0;EE;"Saare maakond";"Saaremaa vald";"Leisi alevik";;"Mustjala mnt";;5;;22.682051;58.571727;;;;;;;;;;;2024-04-05T11:26:59.560+03:00
94294;"Leisi postipunkt";1;EE;"Saare maakond";"Saaremaa vald";"Leisi alevik";;"Mustjala mnt";;3;;22.682615;58.571355;"Kuni 30.09.2024 E,K,R 10:00-16:00;T,N,P SULETUD;Alates 01.10.2024 K,R 10:00-16:00 L 10:00-14:00";;;;;;;;;;2024-09-27T09:27:32.280+03:00
77731;"Lentvario IKI paštomatas";0;LT;"Vilniaus apskr.";"Trakų r. sav.";"Lentvario m.";;"Geležinkelio g.";;38;;25.046643;54.644196;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-02-23T15:31:44.240+02:00
99959;"Lentvario MAXIMA Vytauto paštomatas";0;LT;"Vilniaus apskr.";"Trakų r. sav.";"Lentvario m.";;"Vytauto g.";;4C;;25.046440;54.654766;;;;;;;;;;;2024-08-14T22:26:49.020+03:00
44495;"Lepna postipunkt (Raamatukogu)";1;EE;"Lääne-Viru maakond";"Rakvere vald";"Lepna alevik";;"Lasteaia tn";;4;;26.290222;59.332411;"E,T,N,R 10:30-17:30 K 12:30-18:30 L,P SULETUD";;;;;;;;;;2024-09-30T10:02:19.727+03:00
96334;"Leppneeme sadama pakiautomaat";0;EE;"Harju maakond";"Viimsi vald";"Leppneeme küla";;"Leppneeme Sadama tee";;;;24.867636;59.550580;;;;;;;;;;;2023-03-30T13:36:12.407+03:00
